2;5.656854153;1;4043;1
0;2;0;1038;1
4;7.656854153;1;554;1
4;7.656854153;1;337;1
0;0;0;2522;1
2;5.656854153;1;4603;1
0;4;0;744;1
0;0;0;3304;1
2;5.656854153;1;1762;1
2;5.656854153;1;4158;1
0;2;0;2387;1
0;0;0;2326;1
0;0;0;2111;1
0;0;0;1707;1
2;5.656854153;1;1036;1
11;14.48528123;0;2586;1
0;0;0;1937;1
2;5.656854153;1;1278;1
2;5.656854153;1;2880;1
6;9.656854153;1;1646;1
2;5.656854153;1;1438;1
2;5.656854153;1;2539;1
2;5.656854153;1;5057;1
0;0;0;970;1
7;10.48528123;1;2352;1
375.5;173.3553385;0;3586;1
2;5.656854153;1;1671;1
0;0;0;1085;1
0;0;0;953;1
0;0;0;1697;1
12;14.48528123;0;1321;1
2;5.656854153;1;5511;1
2;5.656854153;1;2061;1
2;5.656854153;1;3189;1
1;4;1;2304;1
0;0;0;2960;1
6;9.656854153;1;2057;1
34;25.31370831;0;2265;1
2;5.656854153;1;2479;1
39601;796;1;736;1
4;7.656854153;1;3531;1
4;7.656854153;1;1549;1
6;9.656854153;1;2965;1
6;9.656854153;1;4968;1
5.5;9.071067691;1;5894;1
4;7.656854153;1;1832;1
3;8;1;4030;1
0;0;0;721;1
0;0;0;4722;1
0;2;0;2885;1
0;0;0;1832;1
4;7.656854153;1;2927;1
0;0;0;2899;1
0;0;0;2811;1
20;18.14213526;0;2637;1
0;0;0;1412;1
5.5;9.071067691;1;6542;1
11.5;15.07106769;0;4224;1
5.5;9.071067691;1;2813;1
5.5;9.071067691;1;2416;1
5;9.656854153;0;2149;1
0;0;0;2415;1
4;7.656854153;1;3895;1
2;5.656854153;1;3121;1
0;0;0;3585;1
24.5;18.72792184;0;3252;1
1.5;7.414213538;0;2699;1
4;7.656854153;1;4395;1
0;0;0;3105;1
34.5;28.72792184;0;2061;1
2;5.656854153;1;1917;1
2;5.656854153;1;2469;1
0;0;0;2214;1
0;0;0;2319;1
2;5.656854153;1;4373;1
2;5.656854153;1;5219;1
1;4;1;1482;1
205;150.1421354;0;1527;1
4;7.656854153;1;1614;1
0;0;0;1270;1
2;5.656854153;1;1713;1
0.5;3.414213538;1;3594;1
4;7.656854153;1;1689;1
21;18.14213514;0;1369;1
0.5;3.414213538;1;3865;1
4;7.656854153;1;2829;1
4;7.656854153;1;4784;1
81;36.62741673;0;3369;1
0.5;3.414213538;1;4181;1
2;5.656854153;1;3742;1
2;5.656854153;1;3388;1
2;5.656854153;1;1286;1
99.5;57.35533845;0;1309;1
2.5;8.242640615;0;1716;1
1;6.828427076;0;5419;1
0;0;0;4585;1
0;0;0;1150;1
6946;435.3380935;0;519;1
26;29.65685415;1;1737;1
2;5.656854153;1;6829;1
2;5.656854153;1;3876;1
0;2;0;2413;1
139;63.79898953;0;2843;1
2;5.656854153;1;1239;1
2;5.656854153;1;4757;1
0;0;0;1188;1
2;5.656854153;1;1157;1
0;2;0;765;1
6;9.656854153;1;4661;1
60;63.65685415;1;1835;1
5.5;9.071067691;1;969;1
4;7.656854153;1;2157;1
2;5.656854153;1;5382;1
2;5.656854153;1;4762;1
4;7.656854153;1;1218;1
0;6;0;891;1
0;0;0;2933;1
13;61.65685415;0;2033;1
2;8.828427076;0;1686;1
54;57.65685415;1;4843;1
4;7.656854153;1;5627;1
4;7.656854153;1;1184;1
2015;229.2792183;0;1209;1
4;7.656854153;1;1360;1
4;7.656854153;1;2010;1
16;22.14213526;0;1003;1
0;0;0;3887;1
19;26.14213526;0;3514;1
2;5.656854153;1;1627;1
2;5.656854153;1;3233;1
0;0;0;2826;1
6;9.656854153;1;3011;1
2;5.656854153;1;1729;1
17;16.48528123;0;4766;1
27;23.31370831;0;2169;1
181.5;64.87005723;0;987;1
4;7.656854153;1;1327;1
0;0;0;3319;1
0;0;0;2809;1
22;20.14213538;0;3426;1
2;5.656854153;1;2875;1
10;13.65685415;1;2277;1
9;12.48528123;0;2342;1
4;7.656854153;1;6602;1
2;5.656854153;1;1933;1
0;6.828427076;0;2966;1
0;14.82842708;0;1667;1
4;7.656854153;1;4074;1
0;0;0;4063;1
6;9.656854153;1;1730;1
0;2;0;1184;1
0;0;0;1031;1
8;11.65685415;1;2546;1
0.5;3.414213538;1;1933;1
2;5.656854153;1;2870;1
0;0;0;870;1
9;12.48528123;0;3451;1
2;5.656854153;1;2275;1
0;2;0;623;1
2;5.656854153;1;2654;1
2;5.656854153;1;2773;1
4;7.656854153;1;525;0
0;0;0;986;0
0;0;0;435;0
18;26.14213538;0;970;0
2;5.656854153;1;2981;0
2;5.656854153;1;1630;0
2;5.656854153;1;1071;0
0;0;0;1425;0
22.5;22.72792184;0;2297;0
0;0;0;3833;0
2;5.656854153;1;1883;0
4;7.656854153;1;2500;0
2;5.656854153;1;2111;0
6262;1335.671134;0;927;0
6;9.656854153;1;800;0
83;34.97056234;0;466;0
7;10.48528123;1;1568;0
2;5.656854153;1;964;0
7438;1894.463329;0;1150;0
1.5;11.89949477;0;891;0
54.5;53.89949477;0;1232;0
2;5.656854153;1;1339;0
8424;2365.019333;0;1495;0
2;5.656854153;1;1937;0
0;4;0;658;0
4;7.656854153;1;1501;0
2;5.656854153;1;2748;0
41;28.97056234;0;2439;0
389;180.9705625;0;779;0
0;0;0;3390;0
7;9.656854153;1;1355;0
0;0;0;952;0
4;7.656854153;1;2586;0
0;0;0;1496;0
8;11.65685415;1;889;0
0;0;0;4345;0
2;5.656854153;1;2598;0
2;5.656854153;1;1337;0
7;9.656854153;1;2886;0
2;5.656854153;1;907;0
0;0;0;750;0
2;5.656854153;1;4262;0
2;5.656854153;1;2632;0
2;29.65685415;0;1003;0
4;7.656854153;1;578;0
13.5;15.07106769;0;1456;0
4;7.656854153;1;1008;0
2;5.656854153;1;1738;0
2;5.656854153;1;1345;0
69;40.14213538;0;1438;0
12;15.65685415;1;1598;0
2;5.656854153;1;1052;0
2;5.656854153;1;538;0
19213;1250.391916;0;414;0
0;0;0;781;0
12;15.31370831;0;1599;0
0;2;0;917;0
0;0;0;1187;0
4;7.656854153;1;1247;0
2;5.656854153;1;1260;0
2;5.656854153;1;1374;0
4;7.656854153;1;1717;0
